transaction_id,customer_id,customer_name,merchant_id,transaction_ts,amount,city,country,payment_method,status
T30001039,C411994,Ewa Nowak,M19110,2023-09-13 20:07:00,1179.86,Gdańsk,IT,blik,declined
T30001040,C442073,Tomasz Nowak,M18085,2025-05-10 03:41:00,3956.62,Kraków,DE,transfer,declined
T30001041,C448021,Piotr Kowalski,M46907,2023-05-24 00:46:00,3761.67,Poznań,DE,transfer,declined
T30001042,C373192,Anna Wisniewski,M44036,2024-07-22 13:32:00,3350.85,Kraków,DE,transfer,APPROVED
T30001043,C462008,Kasia Nowak,M5327,2023-05-04 12:34:00,2585.29,Wrocław,IT,cash,pending
T30001044,C85918,Anna Wisniewski,M25054,2023-05-14 01:22:00,666.98,Warszawa,IT,CARD,APPROVED
T30001045,C362958,Jan Kaczmarek,M5095,2023-10-14 22:28:00,7541.42,Gdańsk,ES,blik,approved
T30001046,C421134,Piotr Mazur,M18999,2025-05-31 15:46:00,5991.48,Warszawa,FR,card,pending
T30001047,C148840,Tomasz Mazur,M31712,2023-01-08 04:10:00,448.19,Warszawa,PL,transfer,APPROVED
T30001048,C100398,Piotr Kowalski,M30637,2023-04-22 20:08:00,2755.69,Poznań,ES,CARD,approved
T30001049,C234566,Adam Wisniewski,M48556,2024-09-27 14:17:00,5592.67,Kraków,FR,CARD,APPROVED
T30001050,C390817,Adam Wisniewski,M22019,2023-10-04 00:12:00,5193.96,Gdańsk,DE,blik,APPROVED
T30001051,C155969,Maria Kowalski,M7311,2023-05-29 13:04:00,3627.08,Gdańsk,FR,transfer,approved
T30001052,C190874,Tomasz Nowak,M39713,2024-11-09 11:00:00,9727.41,Warszawa,FR,transfer,APPROVED
T30001053,C284599,Maria Kaczmarek,M31935,2025-09-05 08:18:00,1543.2,Wrocław,PL,cash,declined
T30001054,C11720,Maria Nowak,M33117,2025-01-22 00:12:00,6915.1,Wrocław,FR,CARD,declined
T30001055,C453960,Maria Kowalski,M4251,2023-04-26 08:46:00,346.5,Poznań,ES,card,pending
T30001056,C368873,Tomasz Mazur,M11318,2025-10-13 22:44:00,8012.52,Warszawa,IT,card,approved
T30001057,C331706,Tomasz Nowak,M1406,2025-03-15 04:18:00,5311.96,Poznań,PL,cash,APPROVED
T30001058,C270435,Kasia Kaczmarek,M5179,2025-02-01 03:00:00,3779.72,Kraków,PL,blik,pending
T30001059,C343828,Adam Mazur,M47016,2025-02-13 08:43:00,8410.67,Wrocław,DE,blik,approved
T30001060,C420927,Kasia Wojcik,M7804,2024-06-07 20:26:00,1797.86,Poznań,IT,blik,approved
T30001061,C376438,Ewa Mazur,M25923,2025-05-16 15:02:00,5365.43,Gdańsk,ES,cash,approved
T30001062,C190964,Tomasz Mazur,M7103,2024-07-02 19:13:00,7734.83,Warszawa,PL,cash,pending
T30001063,C438636,Adam Kowalski,M18441,2024-07-21 08:08:00,8425.31,Kraków,DE,transfer,declined
T30001064,C26180,Adam Wisniewski,M48461,2024-10-04 08:07:00,9269.4,Gdańsk,PL,blik,pending
T30001065,C315411,Tomasz Kaczmarek,M49085,2024-04-22 10:39:00,5966.52,Gdańsk,DE,CARD,approved
T30001066,C121417,Kasia Wisniewski,M2708,2025-04-25 15:16:00,6342.3,Wrocław,ES,transfer,pending
T30001067,C185052,Kasia Kowalski,M30816,2023-01-30 06:59:00,7437.88,Warszawa,FR,card,declined
T30001068,C96957,Anna Wojcik,M30285,2024-12-29 03:51:00,2916.23,Poznań,FR,blik,pending
T30001069,C274857,Adam Wisniewski,M42100,2025-04-21 01:35:00,8443.46,Wrocław,PL,card,approved
T30001070,C129096,Piotr Mazur,M13760,2025-01-01 02:56:00,9910.42,Wrocław,DE,transfer,approved
T30001071,C39324,Jan Mazur,M42996,2023-09-18 20:23:00,4759.63,Kraków,FR,transfer,approved
T30001072,C328334,Piotr Nowak,M6623,2025-05-27 02:19:00,333.1,Poznań,IT,transfer,APPROVED
T30001073,C13732,Adam Nowak,M40594,2024-10-02 22:10:00,632.03,Warszawa,DE,card,approved
T30001074,C478807,Kasia Wisniewski,M25976,2024-10-16 11:11:00,3362.32,Gdańsk,PL,cash,APPROVED
T30001075,C402627,Kasia Kaczmarek,M7572,2023-03-06 06:58:00,5407.17,Gdańsk,IT,transfer,pending
T30001076,C200897,Ewa Nowak,M24375,2023-12-01 20:41:00,5220.22,Poznań,PL,card,approved
T30001077,C83178,Kasia Wisniewski,M28231,2025-05-30 18:59:00,5383.1,Warszawa,FR,transfer,declined
T30001078,C457856,Ewa Mazur,M23083,2023-11-08 15:28:00,3457.36,Gdańsk,FR,CARD,declined
T30001079,C484842,Jan Nowak,M30354,2024-03-24 18:18:00,983.06,Wrocław,ES,card,APPROVED
T30001080,C377712,Maria Wisniewski,M7620,2025-07-04 05:38:00,9734.02,Gdańsk,PL,CARD,APPROVED
T30001081,C251639,Ewa Kaczmarek,M6624,2023-01-18 05:52:00,7185.73,Wrocław,ES,cash,pending
T30001082,C306740,Kasia Wojcik,M8898,2023-06-06 10:46:00,4518.08,Gdańsk,PL,card,approved
T30001083,C469858,Jan Kowalski,M304,2024-02-03 02:53:00,5245.87,Kraków,PL,transfer,APPROVED
T30001084,C473278,Jan Kaczmarek,M17395,2024-12-13 09:02:00,571.21,Wrocław,ES,transfer,approved
T30001085,C155042,Piotr Kaczmarek,M1414,2025-10-22 01:29:00,4211.43,Warszawa,PL,blik,APPROVED
T30001086,C55240,Ewa Kaczmarek,M23417,2025-06-01 13:03:00,6345.06,Poznań,ES,card,APPROVED
T30001087,C405129,Anna Wojcik,M25743,2024-07-21 21:33:00,6428.18,Kraków,IT,card,APPROVED
T30001088,C475666,Jan Wojcik,M11351,2024-10-26 13:55:00,242.7,Kraków,PL,card,APPROVED
T30001089,C361160,Jan Mazur,M33450,2025-05-24 07:20:00,1782.24,Warszawa,PL,CARD,declined
T30001090,C323310,Adam Kowalski,M4054,2023-10-13 01:42:00,1740.65,Wrocław,DE,card,declined
T30001091,C421285,Tomasz Kaczmarek,M35300,2025-05-17 22:26:00,7224.65,Poznań,DE,card,APPROVED
T30001092,C78564,Ewa Kowalski,M38760,2023-04-11 02:22:00,5887.05,Wrocław,ES,cash,approved
T30001093,C130161,Kasia Mazur,M15152,2023-04-30 23:01:00,334.22,Poznań,PL,blik,pending
T30001094,C2121,Ewa Wojcik,M22265,2024-03-31 08:25:00,2396.0,Gdańsk,ES,CARD,APPROVED
T30001095,C188197,Tomasz Kaczmarek,M12207,2025-03-20 07:11:00,9649.76,Gdańsk,DE,CARD,declined
T30001096,C287470,Anna Mazur,M12655,2025-11-03 03:58:00,6209.18,Wrocław,DE,blik,approved
T30001097,C287749,Jan Mazur,M36610,2024-09-04 17:54:00,4753.79,Poznań,ES,card,APPROVED
T30001098,C316240,Ewa Mazur,M47957,2023-12-09 15:42:00,4504.77,Wrocław,IT,transfer,APPROVED
T30001099,C107316,Kasia Kaczmarek,M5813,2025-05-30 05:54:00,6502.34,Warszawa,FR,CARD,approved
T30001100,C424288,Ewa Nowak,M10796,2025-07-18 10:23:00,4954.62,Kraków,IT,cash,APPROVED
T30001101,C83223,Adam Kaczmarek,M16121,2025-03-24 09:04:00,2226.41,Wrocław,ES,cash,pending
T30001102,C457475,Jan Wisniewski,M17174,2024-06-27 14:47:00,3015.78,Gdańsk,DE,cash,pending
T30001103,C461266,Jan Wojcik,M5362,2024-04-19 13:38:00,776.22,Wrocław,FR,card,pending
T30001104,C423488,Kasia Mazur,M34096,2024-01-31 14:14:00,7296.97,Wrocław,ES,cash,pending
T30001105,C18354,Tomasz Kowalski,M26001,2024-04-22 08:25:00,751.81,Poznań,ES,cash,APPROVED
T30001106,C84353,Adam Mazur,M6441,2024-03-02 17:26:00,2764.81,Wrocław,IT,blik,pending
T30001107,C487549,Ewa Kowalski,M46973,2023-12-19 22:48:00,6030.82,Poznań,FR,transfer,declined
T30001108,C326922,Adam Kowalski,M1832,2024-03-31 10:35:00,2915.24,Gdańsk,FR,CARD,pending
T30001109,C186147,Maria Kowalski,M41035,2025-03-26 18:09:00,6534.02,Kraków,ES,cash,declined
T30001110,C60670,Adam Nowak,M19521,2024-08-25 18:32:00,8833.03,Wrocław,PL,transfer,approved
T30001111,C30224,Ewa Wisniewski,M27443,2024-12-21 09:32:00,7593.96,Kraków,IT,CARD,declined
T30001112,C69375,Jan Kaczmarek,M9927,2024-09-18 01:44:00,4846.37,Gdańsk,ES,blik,APPROVED
T30001113,C122269,Kasia Kaczmarek,M41348,2025-04-22 10:34:00,3796.2,Kraków,FR,CARD,approved
T30001114,C357260,Ewa Nowak,M23088,2023-12-31 17:29:00,6272.65,Poznań,IT,transfer,declined
T30001115,C382154,Adam Wojcik,M1741,2025-03-08 09:50:00,7666.04,Gdańsk,IT,CARD,declined
T30001116,C153779,Adam Wojcik,M29963,2024-12-01 05:35:00,6963.57,Gdańsk,IT,transfer,declined
T30001117,C27647,Tomasz Kaczmarek,M611,2025-04-06 22:21:00,9085.64,Poznań,DE,CARD,approved
T30001118,C417888,Maria Wisniewski,M42570,2025-09-16 04:38:00,934.16,Poznań,DE,blik,declined
T30001119,C33223,Maria Kaczmarek,M25296,2025-06-10 10:58:00,2195.48,Poznań,DE,transfer,pending
T30001120,C202915,Adam Kowalski,M14165,2025-07-05 18:21:00,947.44,Warszawa,DE,transfer,declined
T30001121,C492010,Adam Nowak,M47116,2025-04-07 01:32:00,5541.32,Warszawa,ES,transfer,declined
T30001122,C386456,Kasia Kaczmarek,M33672,2024-11-19 19:52:00,3175.88,Gdańsk,ES,CARD,APPROVED
T30001123,C30797,Kasia Kaczmarek,M36227,2025-01-10 06:39:00,8281.21,Wrocław,FR,blik,APPROVED
T30001124,C56555,Tomasz Kowalski,M22774,2025-03-29 18:44:00,2438.91,Warszawa,IT,transfer,approved
T30001125,C246369,Jan Wojcik,M49480,2024-11-04 06:53:00,2003.91,Poznań,DE,blik,approved
T30001126,C431077,Maria Kowalski,M4792,2025-03-04 15:47:00,5908.14,Poznań,PL,CARD,declined
T30001127,C6926,Maria Mazur,M8868,2025-08-28 07:56:00,7329.27,Warszawa,FR,blik,approved
T30001128,C309304,Piotr Kaczmarek,M4765,2024-10-03 00:26:00,6165.16,Gdańsk,IT,CARD,pending
T30001129,C449346,Anna Kowalski,M7558,2025-09-03 00:41:00,1273.87,Kraków,IT,transfer,approved
T30001130,C436886,Kasia Kowalski,M18471,2023-01-12 21:05:00,4375.67,Poznań,ES,card,pending
T30001131,C204996,Anna Wojcik,M4785,2024-04-12 17:36:00,9265.28,Poznań,IT,CARD,APPROVED
T30001132,C61250,Maria Wisniewski,M36694,2025-08-20 12:53:00,6275.71,Poznań,FR,transfer,declined
T30001133,C284841,Anna Mazur,M39031,2023-01-16 22:18:00,1289.13,Warszawa,ES,transfer,declined
T30001134,C212021,Kasia Kaczmarek,M8637,2024-01-17 23:31:00,2492.06,Gdańsk,PL,CARD,declined
T30001135,C361977,Ewa Nowak,M35163,2023-06-06 21:37:00,5094.32,Wrocław,PL,cash,APPROVED
T30001136,C499066,Adam Wojcik,M5252,2024-05-03 03:15:00,4985.29,Wrocław,FR,cash,APPROVED
T30001137,C154775,Adam Kaczmarek,M13398,2024-11-23 18:08:00,360.6,Kraków,DE,transfer,APPROVED
T30001138,C471244,Jan Kowalski,M39052,2023-09-11 15:38:00,1797.95,Poznań,ES,cash,pending
T30001139,C84731,Anna Wisniewski,M44089,2024-03-19 06:08:00,6200.74,Kraków,DE,blik,declined
T30001140,C132470,Ewa Wojcik,M20499,2025-07-26 10:45:00,7545.36,Wrocław,PL,blik,declined
T30001141,C7217,Tomasz Wisniewski,M43662,2025-10-17 14:42:00,7384.2,Kraków,DE,transfer,declined
T30001142,C119853,Anna Kowalski,M37506,2025-08-13 10:21:00,6299.85,Wrocław,FR,blik,pending
T30001143,C186167,Adam Wojcik,M48395,2024-09-15 09:20:00,7074.86,Wrocław,IT,CARD,declined
T30001144,C368034,Piotr Kaczmarek,M14809,2025-02-13 02:07:00,4978.24,Gdańsk,FR,transfer,pending
T30001145,C354450,Anna Kowalski,M45581,2024-08-19 07:14:00,2321.74,Poznań,ES,transfer,pending
T30001146,C247715,Tomasz Nowak,M10889,2024-04-28 05:16:00,5186.59,Kraków,ES,cash,APPROVED
T30001147,C264572,Anna Nowak,M45729,2024-03-18 13:55:00,2703.03,Gdańsk,FR,card,pending
T30001148,C221726,Ewa Mazur,M42525,2024-03-16 07:21:00,8541.04,Gdańsk,IT,CARD,APPROVED
T30001149,C331081,Kasia Mazur,M3607,2023-04-11 19:59:00,8884.16,Warszawa,FR,card,pending
T30001150,C139805,Kasia Wojcik,M22055,2023-05-28 07:58:00,2647.48,Wrocław,ES,transfer,pending
T30001151,C9367,Piotr Kaczmarek,M30714,2023-12-01 04:42:00,9573.43,Warszawa,ES,transfer,approved
T30001152,C368107,Jan Kowalski,M46739,2024-04-13 10:13:00,5256.34,Kraków,ES,cash,approved
T30001153,C14463,Anna Kaczmarek,M45846,2024-10-02 18:26:00,5553.38,Wrocław,FR,blik,pending
T30001154,C473823,Tomasz Wojcik,M13580,2024-10-25 23:28:00,7736.17,Gdańsk,FR,card,APPROVED
T30001155,C23186,Kasia Nowak,M6810,2024-03-16 21:10:00,6360.02,Warszawa,PL,CARD,approved
T30001156,C237379,Piotr Wisniewski,M26775,2024-06-28 00:04:00,655.91,Poznań,DE,cash,pending
T30001157,C214528,Ewa Kowalski,M31612,2025-07-13 01:06:00,9352.1,Kraków,PL,card,APPROVED
T30001158,C258564,Ewa Wisniewski,M9666,2024-06-16 23:23:00,7713.62,Wrocław,PL,card,pending
T30001159,C74548,Kasia Kaczmarek,M11612,2025-01-01 01:36:00,6602.61,Kraków,DE,blik,APPROVED
T30001160,C22393,Jan Wojcik,M18228,2025-04-13 23:06:00,2235.67,Kraków,DE,card,declined
T30001161,C319622,Kasia Wojcik,M6297,2023-01-30 00:23:00,4502.37,Poznań,DE,card,pending
T30001162,C418947,Kasia Mazur,M28660,2025-05-11 17:18:00,9341.65,Gdańsk,IT,transfer,pending
T30001163,C306626,Tomasz Wisniewski,M18290,2025-02-15 08:09:00,1467.96,Wrocław,IT,transfer,pending
T30001164,C217953,Kasia Kowalski,M25459,2025-09-05 20:54:00,3797.06,Warszawa,FR,blik,approved
T30001165,C92099,Tomasz Nowak,M47162,2024-05-02 21:56:00,934.09,Poznań,IT,cash,pending
T30001166,C78216,Maria Kaczmarek,M21830,2025-02-02 14:13:00,6538.86,Kraków,IT,card,APPROVED
T30001167,C157967,Piotr Nowak,M31904,2023-11-20 08:37:00,7757.92,Warszawa,ES,transfer,pending
T30001168,C142471,Ewa Mazur,M27969,2023-02-09 16:32:00,9493.37,Poznań,DE,transfer,pending
T30001169,C264532,Adam Kowalski,M2180,2025-03-27 02:11:00,8616.42,Kraków,FR,CARD,APPROVED
T30001170,C233949,Anna Nowak,M3579,2023-02-14 16:43:00,3911.73,Warszawa,PL,blik,pending
T30001171,C306198,Ewa Kowalski,M4823,2023-01-26 11:14:00,1245.3,Wrocław,IT,CARD,declined
T30001172,C59373,Tomasz Mazur,M47715,2023-05-15 16:36:00,1735.05,Wrocław,PL,transfer,approved
T30001173,C164776,Anna Mazur,M29178,2023-08-10 23:19:00,6699.18,Warszawa,FR,cash,APPROVED
T30001174,C188295,Maria Kowalski,M31286,2023-07-12 10:55:00,1164.64,Wrocław,DE,CARD,approved
T30001175,C94858,Adam Mazur,M32621,2024-03-14 22:32:00,122.04,Wrocław,FR,blik,pending
T30001176,C384535,Tomasz Mazur,M25871,2025-02-20 05:37:00,1909.89,Warszawa,ES,cash,declined
T30001177,C96560,Piotr Wojcik,M40611,2024-12-04 03:30:00,6087.21,Wrocław,ES,transfer,declined
T30001178,C418896,Anna Nowak,M30256,2023-01-08 18:47:00,9483.85,Gdańsk,ES,CARD,approved
T30001179,C251892,Tomasz Wojcik,M4080,2023-09-24 01:57:00,6073.75,Wrocław,DE,cash,approved
T30001180,C233436,Jan Mazur,M4029,2023-11-12 08:11:00,8572.44,Gdańsk,DE,transfer,approved
T30001181,C209776,Tomasz Wisniewski,M36203,2023-04-23 09:33:00,3155.17,Wrocław,PL,transfer,APPROVED
T30001182,C330505,Tomasz Wisniewski,M13446,2024-08-03 23:57:00,4235.29,Warszawa,DE,CARD,APPROVED
T30001183,C298361,Kasia Wojcik,M45933,2023-02-04 02:28:00,1013.99,Poznań,FR,CARD,declined
T30001184,C9717,Ewa Wojcik,M45996,2025-01-24 12:36:00,908.36,Wrocław,FR,CARD,APPROVED
T30001185,C128625,Maria Nowak,M18613,2024-04-10 05:23:00,9378.37,Wrocław,DE,CARD,approved
T30001186,C12479,Maria Kaczmarek,M35206,2025-01-09 07:12:00,7091.07,Poznań,PL,CARD,approved
T30001187,C433862,Adam Kowalski,M9490,2023-07-20 01:44:00,9674.6,Poznań,IT,CARD,APPROVED
T30001188,C321552,Adam Nowak,M18918,2024-07-31 10:19:00,1849.89,Warszawa,FR,transfer,approved
T30001189,C296768,Ewa Kaczmarek,M31245,2023-01-20 12:49:00,5577.9,Poznań,DE,blik,declined
T30001190,C401363,Jan Mazur,M30024,2023-07-15 17:13:00,8733.6,Warszawa,ES,card,declined
T30001191,C235638,Ewa Wojcik,M11756,2024-05-08 06:15:00,3219.38,Gdańsk,FR,cash,declined
T30001192,C302950,Jan Nowak,M28736,2023-08-12 16:43:00,9960.57,Poznań,FR,transfer,pending
T30001193,C220624,Ewa Mazur,M12938,2024-05-15 01:33:00,6014.43,Wrocław,FR,CARD,declined
T30001194,C241693,Tomasz Kowalski,M46515,2025-01-21 11:32:00,1183.65,Poznań,FR,cash,approved
T30001195,C62452,Piotr Wojcik,M43896,2024-10-28 13:55:00,9709.81,Gdańsk,PL,card,approved
T30001196,C186797,Piotr Wojcik,M39018,2024-10-10 14:48:00,7492.99,Wrocław,FR,blik,pending
T30001197,C182736,Adam Wisniewski,M36996,2024-07-13 07:04:00,1538.62,Gdańsk,FR,CARD,declined
T30001198,C422404,Piotr Kaczmarek,M25310,2024-07-21 03:50:00,4453.71,Warszawa,DE,transfer,declined
T30001199,C29872,Ewa Mazur,M8316,2025-01-04 22:02:00,9114.66,Poznań,PL,card,APPROVED
T30001200,C237434,Piotr Mazur,M2429,2023-10-23 02:14:00,5349.07,Wrocław,DE,CARD,approved
T30001201,C425547,Ewa Nowak,M9713,2023-04-09 00:02:00,8704.08,Gdańsk,DE,card,declined
T30001202,C32181,Adam Wojcik,M10389,2023-06-05 07:21:00,3291.61,Gdańsk,IT,CARD,APPROVED
T30001203,C16170,Kasia Kaczmarek,M9078,2025-05-23 11:15:00,3726.56,Gdańsk,IT,card,pending
T30001204,C372889,Adam Wisniewski,M15427,2025-03-10 08:31:00,7780.5,Wrocław,DE,transfer,approved
T30001205,C345182,Piotr Kaczmarek,M2964,2024-09-09 01:03:00,270.61,Kraków,DE,cash,APPROVED
T30001206,C463749,Tomasz Wojcik,M9509,2025-03-23 23:03:00,5314.57,Gdańsk,ES,blik,approved
T30001207,C492788,Jan Kowalski,M15013,2025-04-14 18:13:00,1089.28,Poznań,DE,cash,declined
T30001208,C442997,Piotr Kaczmarek,M4809,2024-03-12 02:17:00,3514.68,Wrocław,FR,transfer,approved
T30001209,C223314,Kasia Kaczmarek,M23136,2024-03-21 06:28:00,8235.96,Kraków,PL,blik,APPROVED
T30001210,C459554,Tomasz Kowalski,M9727,2024-11-29 12:09:00,7970.66,Wrocław,IT,transfer,approved
T30001211,C340700,Kasia Nowak,M18301,2023-04-23 06:53:00,6363.32,Warszawa,PL,blik,APPROVED
T30001212,C355386,Tomasz Nowak,M39794,2023-08-29 10:30:00,9554.61,Warszawa,PL,CARD,APPROVED
T30001213,C185410,Anna Wisniewski,M43699,2025-07-05 02:18:00,1248.84,Poznań,IT,blik,pending
T30001214,C34701,Tomasz Wisniewski,M13005,2024-12-31 20:12:00,9392.7,Wrocław,DE,blik,declined
T30001215,C197215,Kasia Wojcik,M31439,2025-04-21 13:45:00,4321.83,Kraków,DE,blik,approved
T30001216,C82813,Tomasz Mazur,M47596,2023-03-25 07:23:00,2939.29,Gdańsk,IT,blik,approved
T30001217,C440667,Maria Nowak,M37040,2025-04-20 15:37:00,6849.2,Wrocław,ES,blik,pending
T30001218,C358935,Anna Kaczmarek,M12649,2024-05-17 09:59:00,4516.82,Kraków,DE,CARD,APPROVED
T30001219,C454940,Tomasz Kaczmarek,M27813,2023-05-02 06:49:00,6186.82,Wrocław,IT,blik,approved
T30001220,C292890,Maria Mazur,M1656,2024-04-19 01:40:00,2355.37,Kraków,ES,CARD,pending
T30001221,C244594,Adam Mazur,M27160,2025-10-26 12:15:00,2112.16,Wrocław,FR,cash,declined
T30001222,C78537,Anna Mazur,M31970,2025-07-21 00:37:00,2365.54,Gdańsk,PL,blik,declined
T30001223,C420345,Anna Wisniewski,M49418,2023-09-29 17:04:00,5393.15,Wrocław,DE,cash,declined
T30001224,C93662,Jan Kowalski,M27456,2025-02-12 07:10:00,3952.88,Wrocław,ES,transfer,APPROVED
T30001225,C146592,Anna Kowalski,M44534,2025-07-31 07:54:00,2617.51,Kraków,PL,cash,APPROVED
T30001226,C134574,Anna Mazur,M29044,2025-01-21 00:25:00,8995.77,Gdańsk,DE,cash,pending
T30001227,C72884,Ewa Wisniewski,M9366,2025-01-08 13:23:00,689.05,Gdańsk,ES,card,approved
T30001228,C462615,Adam Kowalski,M26142,2024-05-06 10:34:00,108.63,Gdańsk,DE,blik,declined
T30001229,C490270,Kasia Wisniewski,M9229,2023-06-11 19:18:00,5285.05,Gdańsk,ES,transfer,pending
T30001230,C203233,Ewa Mazur,M23722,2025-08-03 19:57:00,1728.77,Poznań,IT,cash,approved
T30001231,C404168,Anna Mazur,M18563,2024-06-15 05:45:00,6122.66,Kraków,FR,blik,approved
T30001232,C105026,Ewa Kaczmarek,M20898,2024-01-08 07:14:00,8635.93,Poznań,PL,CARD,approved
T30001233,C306219,Anna Wojcik,M36436,2024-04-01 16:19:00,6913.29,Poznań,IT,blik,approved
T30001234,C481025,Adam Mazur,M4729,2023-05-22 12:32:00,5454.27,Gdańsk,PL,cash,APPROVED
T30001235,C119488,Anna Mazur,M15656,2023-06-16 15:00:00,2977.46,Kraków,PL,transfer,pending
T30001236,C256888,Maria Wojcik,M21365,2023-08-25 03:30:00,9444.54,Kraków,PL,CARD,declined
T30001237,C322907,Adam Mazur,M33408,2023-10-01 23:46:00,2535.39,Warszawa,ES,blik,declined
T30001238,C22621,Ewa Kaczmarek,M414,2025-03-19 17:49:00,5537.04,Warszawa,DE,CARD,approved
T30001239,C446080,Maria Mazur,M6938,2023-04-11 02:51:00,1933.01,Wrocław,IT,transfer,approved
T30001240,C120319,Maria Wisniewski,M28265,2023-07-31 11:05:00,1706.83,Wrocław,IT,cash,pending
T30001241,C406510,Piotr Wisniewski,M15161,2025-02-04 11:52:00,8754.31,Wrocław,DE,blik,declined
T30001242,C370188,Tomasz Kowalski,M10179,2024-01-08 19:47:00,4187.13,Poznań,DE,card,pending
T30001243,C427797,Tomasz Mazur,M20560,2024-07-01 16:07:00,8643.57,Poznań,IT,cash,approved
T30001244,C455051,Maria Kaczmarek,M43210,2024-06-25 12:16:00,6619.33,Wrocław,IT,transfer,APPROVED
T30001245,C195830,Kasia Nowak,M45527,2024-07-02 22:43:00,9474.77,Warszawa,DE,cash,approved
T30001246,C209461,Piotr Kaczmarek,M49587,2024-03-01 18:11:00,1263.22,Warszawa,IT,card,declined
T30001247,C325401,Ewa Mazur,M24525,2023-04-12 17:57:00,2319.28,Poznań,DE,CARD,declined
T30001248,C345794,Maria Nowak,M36310,2023-07-23 09:26:00,4741.25,Warszawa,DE,CARD,declined
T30001249,C319232,Piotr Nowak,M32533,2023-03-29 11:21:00,3490.46,Poznań,IT,card,pending
T30001250,C465190,Ewa Kowalski,M11903,2024-11-09 04:15:00,6168.95,Gdańsk,IT,card,approved
T30001251,C349883,Anna Nowak,M13434,2023-12-24 00:49:00,6837.2,Gdańsk,DE,blik,declined
T30001252,C285763,Anna Kowalski,M35109,2024-05-24 09:04:00,6468.88,Kraków,PL,CARD,declined
T30001253,C489699,Maria Kowalski,M23447,2024-10-18 07:26:00,4013.1,Poznań,PL,cash,approved
T30001254,C36665,Tomasz Kowalski,M20921,2023-02-28 04:58:00,1183.09,Poznań,IT,CARD,approved
T30001255,C317151,Adam Nowak,M49613,2023-09-19 10:58:00,9247.93,Wrocław,DE,transfer,APPROVED
